"Connection
Origin",,"Connection
Termination",,"Data
Type",Binned Strength
one,DG,one,VISli,antero,0
one,DG,two,VISli,antero,0
one,DG,one,VISlm,retro,0
one,DG,two,VISlm,retro,0
one,DG,one,VISpl,antero,0
one,DG,two,VISpl,antero,0
one,DG,one,VISp,retro,0
one,DG,two,VISp,retro,0
one,DG,one,VISam,retro,0
one,DG,two,VISam,retro,0
one,DG,one,VISpm,antero,0
one,DG,two,VISpm,antero,0
one,DG,one,NLOT3,antero,0
one,DG,two,NLOT3,antero,0
one,DG,one,BMAa,antero,0
one,DG,two,BMAa,antero,0
one,DG,one,BMAp,antero,0
one,DG,two,BMAp,antero,0
one,DG,one,BLAa,antero,0
one,DG,two,BLAa,antero,0
one,DG,one,BLAp,retro,0
one,DG,two,BLAp,retro,0
one,DG,one,LA,retro,0
one,DG,two,LA,retro,0
one,DG,one,PA,retro,0
one,DG,two,PA,retro,0
one,DG,one,EPv,antero,0
one,DG,two,EPv,antero,0
one,DG,one,EPd,antero,0
one,DG,two,EPd,antero,0
one,DG,one,CLA,retro,0
one,DG,two,CLA,retro,0
one,DG,one,6b,antero,0
one,DG,two,6b,antero,0
one,CA3,one,MOB,antero,0
one,CA3,two,MOB,antero,0
one,CA3,one,AOB,antero,0
one,CA3,two,AOB,antero,0
one,CA3,one,AOA,antero,0
one,CA3,two,AOA,antero,0
one,CA3,one,TTv,antero,0
one,CA3,two,TTv,antero,0
one,CA3,one,TTd,antero,0
one,CA3,two,TTd,antero,0
one,CA3,one,PIR,antero,0
one,CA3,two,PIR,antero,0
one,CA3,one,COAa,antero,0
one,CA3,two,COAa,antero,0
one,CA3,one,COApm,antero,0
one,CA3,two,COApm,antero,0
one,CA3,one,COApl,antero,0
one,CA3,two,COApl,antero,0
one,CA3,one,NLOT,antero,0
one,CA3,two,NLOT,antero,0
one,CA3,one,PAA,antero,0
one,CA3,two,PAA,antero,0
left,CA3,left,TR,retro,0
left,CA3,right,TR,retro,0
one,CA3,one,IG,antero,0
one,CA3,two,IG,antero,0
one,CA3,one,FC,antero,0
one,CA3,two,FC,antero,0
one,CA3,one,DG,antero,3
one,CA3,two,DG,antero,2
one,CA3,one,CA3,,0
one,CA3,two,CA3,antero,3
one,CA3,one,CA2,antero,6
one,CA3,two,CA2,antero,6
one,CA3,one,CA1v,antero,6
one,CA3,two,CA1v,antero,6
one,CA3,one,CA1d,antero,6
one,CA3,two,CA1d,antero,6
one,CA3,one,SUBv,antero,3
one,CA3,two,SUBv,antero,3
one,CA3,one,SUBd,antero,3
one,CA3,two,SUBd,antero,3
one,CA3,one,PAR,antero,0
one,CA3,two,PAR,retro,0
one,CA3,one,PRE,antero,0
one,CA3,two,PRE,retro,0
one,CA3,one,POST,antero,0
one,CA3,two,POST,retro,0
one,CA3,one,ENTm,retro,2
one,CA3,two,ENTm,antero,0
one,CA3,one,ENTl,retro,2
one,CA3,two,ENTl,antero,0
one,CA3,one,ILA,retro,0
one,CA3,two,ILA,retro,0
one,CA3,one,PL,retro,0
one,CA3,two,PL,retro,0
one,CA3,one,ACAv,antero,0
one,CA3,two,ACAv,antero,0
one,CA3,one,ACAd,retro,0
one,CA3,two,ACAd,retro,0
one,CA3,one,RSPv,antero,0
one,CA3,two,RSPv,retro,0
one,CA3,one,RSPv.a,antero,0
one,CA3,two,RSPv.a,retro,0
one,CA3,one,RSPv.b/c,antero,0
one,CA3,two,RSPv.b/c,antero,0
one,CA3,one,RSPd,antero,0
one,CA3,two,RSPd,antero,0
one,CA3,one,RSPagl,retro,0
one,CA3,two,RSPagl,retro,0
one,CA3,one,AIv,antero,0
one,CA3,two,AIv,antero,0
one,CA3,one,AId,antero,0
one,CA3,two,AId,antero,0
one,CA3,one,AIp,antero,0
one,CA3,two,AIp,antero,0
one,CA3,one,GU,antero,0
one,CA3,two,GU,antero,0
one,CA3,one,VISC,antero,0
one,CA3,two,VISC,antero,0
one,CA3,one,ORBv,retro,0
one,CA3,two,ORBv,retro,0
one,CA3,one,ORBvl,retro,0
one,CA3,two,ORBvl,retro,0
one,CA3,one,ORBm,retro,0
one,CA3,two,ORBm,retro,0
one,CA3,one,ORBl,retro,0
one,CA3,two,ORBl,retro,0
left,CA3,left,MOp,retro,0
left,CA3,right,MOp,retro,0
one,CA3,one,MOs,retro,0
one,CA3,two,MOs,retro,0
one,CA3,one,SSp,antero,0
one,CA3,two,SSp,antero,0
one,CA3,one,SSs,antero,0
one,CA3,two,SSs,antero,0
one,CA3,one,PTLp,retro,0
one,CA3,two,PTLp,retro,0
one,CA3,one,PERI,retro,0
one,CA3,two,PERI,antero,0
one,CA3,one,ECT,retro,0
one,CA3,two,ECT,antero,0
one,CA3,one,TEa,antero,0
one,CA3,two,TEa,antero,0
one,CA3,one,AUDv,antero,0
one,CA3,two,AUDv,antero,0
right,CA3,right,AUDp,retro,0
one,CA3,two,AUDp,antero,0
one,CA3,one,AUDd,antero,0
one,CA3,two,AUDd,antero,0
one,CA3,one,AUDpo,antero,0
one,CA3,two,AUDpo,antero,0
one,CA3,one,VISrl,antero,0
one,CA3,two,VISrl,antero,0
one,CA3,one,VISal,retro,0
one,CA3,two,VISal,retro,0
one,CA3,one,VISlla,antero,0
one,CA3,two,VISlla,antero,0
one,CA3,one,VISll,antero,0
one,CA3,two,VISll,antero,0
one,CA3,one,VISli,antero,0
one,CA3,two,VISli,antero,0
one,CA3,one,VISlm,retro,0
one,CA3,two,VISlm,retro,0
one,CA3,one,VISpl,antero,0
one,CA3,two,VISpl,antero,0
one,CA3,one,VISp,retro,0
one,CA3,two,VISp,retro,0
one,CA3,one,VISam,retro,0
one,CA3,two,VISam,retro,0
one,CA3,one,VISpm,antero,0
one,CA3,two,VISpm,antero,0
one,CA3,one,NLOT3,antero,0
one,CA3,two,NLOT3,antero,0
one,CA3,one,BMAa,antero,0
one,CA3,two,BMAa,antero,0
one,CA3,one,BMAp,antero,0
one,CA3,two,BMAp,antero,0
one,CA3,one,BLAa,antero,0
one,CA3,two,BLAa,antero,0
one,CA3,one,BLAp,antero,0
one,CA3,two,BLAp,antero,0
one,CA3,one,LA,retro,0
one,CA3,two,LA,retro,0
one,CA3,one,PA,retro,0
one,CA3,two,PA,retro,0
one,CA3,one,EPv,antero,0
one,CA3,two,EPv,antero,0
one,CA3,one,EPd,antero,0
one,CA3,two,EPd,antero,0
one,CA3,one,CLA,retro,0
one,CA3,two,CLA,retro,0
one,CA3,one,6b,antero,0
one,CA3,two,6b,antero,0
one,CA2,one,MOB,antero,0
one,CA2,two,MOB,antero,0
one,CA2,one,AOB,antero,0
one,CA2,two,AOB,antero,0
one,CA2,one,AOA,antero,0
one,CA2,two,AOA,antero,0
one,CA2,one,TTv,antero,0
one,CA2,two,TTv,antero,0
one,CA2,one,TTd,antero,0
one,CA2,two,TTd,antero,0
one,CA2,one,PIR,antero,0
one,CA2,two,PIR,antero,0
one,CA2,one,COAa,antero,0
one,CA2,two,COAa,antero,0
one,CA2,one,COApm,antero,0
one,CA2,two,COApm,antero,0
one,CA2,one,COApl,antero,0
one,CA2,two,COApl,antero,0
one,CA2,one,NLOT,antero,0
one,CA2,two,NLOT,antero,0
one,CA2,one,PAA,antero,0
one,CA2,two,PAA,antero,0
one,CA2,one,TR,antero,0
one,CA2,two,TR,antero,0
one,CA2,one,IG,antero,0
one,CA2,two,IG,antero,0
one,CA2,one,FC,antero,0
one,CA2,two,FC,antero,0
one,CA2,one,DG,antero,4
one,CA2,two,DG,antero,0
one,CA2,one,CA3,antero,4
one,CA2,two,CA3,antero,4
one,CA2,one,CA2,,0
one,CA2,two,CA2,antero,4
one,CA2,one,CA1v,antero,4
one,CA2,two,CA1v,antero,4
one,CA2,one,CA1d,,0
one,CA2,two,CA1d,,0
one,CA2,one,SUBv,antero,3
one,CA2,two,SUBv,antero,3
one,CA2,one,SUBd,,0
one,CA2,two,SUBd,,0
one,CA2,one,PAR,retro,2
one,CA2,two,PAR,retro,0
one,CA2,one,PRE,retro,0
one,CA2,two,PRE,retro,0
one,CA2,one,POST,retro,0
one,CA2,two,POST,retro,0
one,CA2,one,ENTm,antero,4
one,CA2,two,ENTm,antero,0
one,CA2,one,ENTl,antero,3
one,CA2,two,ENTl,antero,0
one,CA2,one,ILA,retro,0
one,CA2,two,ILA,retro,0
one,CA2,one,PL,retro,0
one,CA2,two,PL,retro,0
one,CA2,one,ACAv,antero,0
one,CA2,two,ACAv,antero,0
one,CA2,one,ACAd,retro,0
one,CA2,two,ACAd,retro,0
one,CA2,one,RSPv,retro,0
one,CA2,two,RSPv,retro,0
one,CA2,one,RSPv.a,antero,0
one,CA2,two,RSPv.a,antero,0
one,CA2,one,RSPv.b/c,antero,0
one,CA2,two,RSPv.b/c,antero,0
one,CA2,one,RSPd,antero,0
one,CA2,two,RSPd,antero,0
one,CA2,one,RSPagl,retro,0
one,CA2,two,RSPagl,retro,0
one,CA2,one,AIv,antero,0
one,CA2,two,AIv,antero,0
one,CA2,one,AId,antero,0
one,CA2,two,AId,antero,0
one,CA2,one,AIp,antero,0
one,CA2,two,AIp,antero,0
one,CA2,one,GU,antero,0
one,CA2,two,GU,antero,0
one,CA2,one,VISC,antero,0
one,CA2,two,VISC,antero,0
one,CA2,one,ORBv,retro,0
one,CA2,two,ORBv,retro,0
one,CA2,one,ORBvl,retro,0
one,CA2,two,ORBvl,retro,0
one,CA2,one,ORBm,retro,0
one,CA2,two,ORBm,retro,0
one,CA2,one,ORBl,retro,0
one,CA2,two,ORBl,retro,0
left,CA2,left,MOp,retro,0
left,CA2,right,MOp,retro,0
one,CA2,one,MOs,retro,0
one,CA2,two,MOs,retro,0
one,CA2,one,SSp,antero,0
one,CA2,two,SSp,antero,0
one,CA2,one,SSs,antero,0
one,CA2,two,SSs,antero,0
one,CA2,one,PTLp,retro,0
one,CA2,two,PTLp,retro,0
one,CA2,one,PERI,antero,0
one,CA2,two,PERI,antero,0
one,CA2,one,ECT,antero,0
one,CA2,two,ECT,antero,0
one,CA2,one,TEa,antero,0
one,CA2,two,TEa,antero,0
one,CA2,one,AUDv,antero,0
one,CA2,two,AUDv,antero,0
one,CA2,one,AUDp,antero,0
one,CA2,two,AUDp,antero,0
one,CA2,one,AUDd,antero,0
one,CA2,two,AUDd,antero,0
one,CA2,one,AUDpo,antero,0
one,CA2,two,AUDpo,antero,0
one,CA2,one,VISrl,antero,0
one,CA2,two,VISrl,antero,0
one,CA2,one,VISal,retro,0
one,CA2,two,VISal,retro,0
one,CA2,one,VISlla,antero,0
one,CA2,two,VISlla,antero,0
one,CA2,one,VISll,antero,0
one,CA2,two,VISll,antero,0
one,CA2,one,VISli,antero,0
one,CA2,two,VISli,antero,0
one,CA2,one,VISlm,retro,0
one,CA2,two,VISlm,retro,0
one,CA2,one,VISpl,antero,0
one,CA2,two,VISpl,antero,0
one,CA2,one,VISp,retro,0
one,CA2,two,VISp,retro,0
one,CA2,one,VISam,retro,0
one,CA2,two,VISam,retro,0
one,CA2,one,VISpm,antero,0
one,CA2,two,VISpm,antero,0
one,CA2,one,NLOT3,antero,0
one,CA2,two,NLOT3,antero,0
one,CA2,one,BMAa,antero,0
one,CA2,two,BMAa,antero,0
one,CA2,one,BMAp,antero,0
one,CA2,two,BMAp,antero,0
one,CA2,one,BLAa,antero,0
one,CA2,two,BLAa,antero,0
one,CA2,one,BLAp,antero,0
one,CA2,two,BLAp,antero,0
one,CA2,one,LA,antero,0
one,CA2,two,LA,antero,0
one,CA2,one,PA,retro,0
one,CA2,two,PA,retro,0
one,CA2,one,EPv,antero,0
one,CA2,two,EPv,antero,0
one,CA2,one,EPd,antero,0
one,CA2,two,EPd,antero,0
one,CA2,one,CLA,retro,0
one,CA2,two,CLA,retro,0
one,CA2,one,6b,antero,0
one,CA2,two,6b,antero,0
one,CA1v,one,MOB,antero,2
one,CA1v,two,MOB,antero,0
one,CA1v,one,AOB,antero,5
one,CA1v,two,AOB,antero,0
one,CA1v,one,AOA,antero,4
one,CA1v,two,AOA,antero,1
one,CA1v,one,TTv,antero,3
one,CA1v,two,TTv,antero,1
one,CA1v,one,TTd,antero,4
one,CA1v,two,TTd,antero,1
one,CA1v,one,PIR,antero,4
one,CA1v,two,PIR,antero,0
one,CA1v,one,COAa,antero,4
one,CA1v,two,COAa,antero,0
one,CA1v,one,COApm,antero,6
one,CA1v,two,COApm,antero,0
one,CA1v,one,COApl,antero,4
one,CA1v,two,COApl,antero,0
one,CA1v,one,NLOT,antero,4
one,CA1v,two,NLOT,antero,0
one,CA1v,one,PAA,antero,3
one,CA1v,two,PAA,antero,0
one,CA1v,one,TR,antero,6
one,CA1v,two,TR,antero,0
one,CA1v,one,IG,antero,0
one,CA1v,two,IG,antero,0
one,CA1v,one,FC,antero,0
one,CA1v,two,FC,antero,0
one,CA1v,one,DG,antero,2
one,CA1v,two,DG,antero,0
one,CA1v,one,CA3,antero,1
one,CA1v,two,CA3,antero,0
one,CA1v,one,CA2,antero,2
one,CA1v,two,CA2,antero,0
one,CA1v,one,CA1v,,0
one,CA1v,two,CA1v,antero,0
one,CA1v,one,CA1d,antero,0
one,CA1v,two,CA1d,antero,0
one,CA1v,one,SUBv,antero,7
one,CA1v,two,SUBv,antero,0
one,CA1v,one,SUBd,antero,0
one,CA1v,two,SUBd,antero,0
one,CA1v,one,PAR,antero,4
one,CA1v,two,PAR,antero,0
one,CA1v,one,PRE,antero,2
one,CA1v,two,PRE,antero,0
one,CA1v,one,POST,antero,0
one,CA1v,two,POST,antero,0
one,CA1v,one,ENTm,antero,7
one,CA1v,two,ENTm,antero,0
one,CA1v,one,ENTl,antero,6
one,CA1v,two,ENTl,antero,0
one,CA1v,one,ILA,antero,6
one,CA1v,two,ILA,antero,0
one,CA1v,one,PL,antero,6
one,CA1v,two,PL,antero,0
one,CA1v,one,ACAv,antero,4
one,CA1v,two,ACAv,antero,0
one,CA1v,one,ACAd,antero,4
one,CA1v,two,ACAd,antero,0
one,CA1v,one,RSPv,antero,0
one,CA1v,two,RSPv,antero,0
one,CA1v,one,RSPv.a,antero,0
one,CA1v,two,RSPv.a,antero,0
one,CA1v,one,RSPv.b/c,antero,0
one,CA1v,two,RSPv.b/c,antero,0
one,CA1v,one,RSPd,antero,1
one,CA1v,two,RSPd,antero,0
one,CA1v,one,RSPagl,retro,0
one,CA1v,two,RSPagl,retro,0
one,CA1v,one,AIv,antero,4
one,CA1v,two,AIv,antero,0
one,CA1v,one,AId,antero,4
one,CA1v,two,AId,antero,0
one,CA1v,one,AIp,antero,4
one,CA1v,two,AIp,antero,0
one,CA1v,one,GU,antero,4
one,CA1v,two,GU,antero,0
one,CA1v,one,VISC,antero,3
one,CA1v,two,VISC,antero,0
one,CA1v,one,ORBv,antero,3
one,CA1v,two,ORBv,antero,0
one,CA1v,one,ORBvl,antero,1
one,CA1v,two,ORBvl,antero,0
one,CA1v,one,ORBm,antero,2
one,CA1v,two,ORBm,antero,0
one,CA1v,one,ORBl,retro,0
one,CA1v,two,ORBl,retro,0
left,CA1v,left,MOp,retro,0
left,CA1v,right,MOp,retro,0
one,CA1v,one,MOs,retro,2
one,CA1v,two,MOs,retro,0
one,CA1v,one,SSp,antero,0
one,CA1v,two,SSp,antero,0
one,CA1v,one,SSs,antero,2
one,CA1v,two,SSs,antero,0
one,CA1v,one,PTLp,antero,2
one,CA1v,two,PTLp,antero,0
one,CA1v,one,PERI,antero,3
one,CA1v,two,PERI,antero,0
one,CA1v,one,ECT,antero,3
one,CA1v,two,ECT,antero,0
one,CA1v,one,TEa,antero,4
one,CA1v,two,TEa,antero,0
one,CA1v,one,AUDv,antero,2
one,CA1v,two,AUDv,antero,0
one,CA1v,one,AUDp,antero,2
one,CA1v,two,AUDp,antero,0
one,CA1v,one,AUDd,antero,2
one,CA1v,two,AUDd,antero,0
one,CA1v,one,AUDpo,antero,4
one,CA1v,two,AUDpo,antero,0
one,CA1v,one,VISrl,antero,0
one,CA1v,two,VISrl,antero,0
one,CA1v,one,VISal,antero,1
one,CA1v,two,VISal,antero,0
one,CA1v,one,VISlla,antero,0
one,CA1v,two,VISlla,antero,0
one,CA1v,one,VISll,antero,1
one,CA1v,two,VISll,antero,0
one,CA1v,one,VISli,antero,0
one,CA1v,two,VISli,antero,0
one,CA1v,one,VISlm,retro,0
one,CA1v,two,VISlm,retro,0
one,CA1v,one,VISpl,antero,1
one,CA1v,two,VISpl,antero,0
one,CA1v,one,VISp,antero,1
one,CA1v,two,VISp,antero,0
one,CA1v,one,VISam,antero,0
one,CA1v,two,VISam,antero,0
one,CA1v,one,VISpm,antero,1
one,CA1v,two,VISpm,antero,0
one,CA1v,one,NLOT3,antero,1
one,CA1v,two,NLOT3,antero,0
one,CA1v,one,BMAa,antero,5
one,CA1v,two,BMAa,antero,0
one,CA1v,one,BMAp,antero,6
one,CA1v,two,BMAp,antero,0
one,CA1v,one,BLAa,antero,4
one,CA1v,two,BLAa,antero,0
one,CA1v,one,BLAp,antero,1
one,CA1v,two,BLAp,antero,0
one,CA1v,one,LA,antero,4
one,CA1v,two,LA,antero,0
one,CA1v,one,PA,antero,1
one,CA1v,two,PA,antero,0
one,CA1v,one,EPv,antero,2
one,CA1v,two,EPv,antero,0
one,CA1v,one,EPd,antero,4
one,CA1v,two,EPd,antero,0
one,CA1v,one,CLA,antero,4
one,CA1v,two,CLA,antero,0
one,CA1v,one,6b,antero,3
one,CA1v,two,6b,antero,0
one,CA1d,one,MOB,antero,0
one,CA1d,two,MOB,antero,0
one,CA1d,one,AOB,antero,0
one,CA1d,two,AOB,antero,0
one,CA1d,one,AOA,antero,0
one,CA1d,two,AOA,antero,0
one,CA1d,one,TTv,antero,0
one,CA1d,two,TTv,antero,0
one,CA1d,one,TTd,antero,2
one,CA1d,two,TTd,antero,0
one,CA1d,one,PIR,antero,0
one,CA1d,two,PIR,antero,0
one,CA1d,one,COAa,antero,0
one,CA1d,two,COAa,antero,0
one,CA1d,one,COApm,antero,0
one,CA1d,two,COApm,antero,0
one,CA1d,one,COApl,antero,0
one,CA1d,two,COApl,antero,0
one,CA1d,one,NLOT,antero,0
one,CA1d,two,NLOT,antero,0
one,CA1d,one,PAA,antero,0
one,CA1d,two,PAA,antero,0
one,CA1d,one,TR,antero,0
one,CA1d,two,TR,antero,0
one,CA1d,one,IG,antero,0
one,CA1d,two,IG,antero,0
one,CA1d,one,FC,antero,4
one,CA1d,two,FC,antero,0
one,CA1d,one,DG,antero,2
one,CA1d,two,DG,antero,0
one,CA1d,one,CA3,antero,0
one,CA1d,two,CA3,antero,0
one,CA1d,one,CA2,antero,0
one,CA1d,two,CA2,antero,0
one,CA1d,one,CA1v,antero,0
one,CA1d,two,CA1v,antero,0
one,CA1d,one,CA1d,,0
one,CA1d,two,CA1d,antero,2
one,CA1d,one,SUBv,antero,0
one,CA1d,two,SUBv,antero,0
one,CA1d,one,SUBd,antero,7
one,CA1d,two,SUBd,antero,2
one,CA1d,one,PAR,antero,1
one,CA1d,two,PAR,antero,0
one,CA1d,one,PRE,antero,2
one,CA1d,two,PRE,antero,0
one,CA1d,one,POST,antero,0
one,CA1d,two,POST,antero,0
one,CA1d,one,ENTm,antero,2
one,CA1d,two,ENTm,antero,0
one,CA1d,one,ENTl,antero,6
one,CA1d,two,ENTl,antero,0
one,CA1d,one,ILA,antero,3
one,CA1d,two,ILA,retro,0
one,CA1d,one,PL,antero,2
one,CA1d,two,PL,retro,0
one,CA1d,one,ACAv,antero,2
one,CA1d,two,ACAv,antero,0
one,CA1d,one,ACAd,retro,0
one,CA1d,two,ACAd,retro,0
one,CA1d,one,RSPv,antero,3
one,CA1d,two,RSPv,antero,0
one,CA1d,one,RSPv.a,retro,2
one,CA1d,two,RSPv.a,retro,0
one,CA1d,one,RSPv.b/c,retro,1
one,CA1d,two,RSPv.b/c,retro,0
one,CA1d,one,RSPd,antero,2
one,CA1d,two,RSPd,antero,0
one,CA1d,one,RSPagl,antero,2
one,CA1d,two,RSPagl,antero,0
one,CA1d,one,AIv,antero,0
one,CA1d,two,AIv,antero,0
one,CA1d,one,AId,antero,0
one,CA1d,two,AId,antero,0
one,CA1d,one,AIp,antero,0
one,CA1d,two,AIp,antero,0
one,CA1d,one,GU,antero,0
one,CA1d,two,GU,antero,0
one,CA1d,one,VISC,antero,0
one,CA1d,two,VISC,antero,0
one,CA1d,one,ORBv,retro,3
one,CA1d,two,ORBv,retro,0
one,CA1d,one,ORBvl,retro,0
one,CA1d,two,ORBvl,retro,0
one,CA1d,one,ORBm,antero,3
one,CA1d,two,ORBm,retro,0
one,CA1d,one,ORBl,antero,1
one,CA1d,two,ORBl,retro,0
left,CA1d,left,MOp,retro,0
left,CA1d,right,MOp,retro,0
one,CA1d,one,MOs,retro,1
one,CA1d,two,MOs,retro,0
one,CA1d,one,SSp,antero,0
one,CA1d,two,SSp,antero,0
one,CA1d,one,SSs,antero,0
one,CA1d,two,SSs,antero,0
one,CA1d,one,PTLp,retro,0
one,CA1d,two,PTLp,retro,0
one,CA1d,one,PERI,retro,0
one,CA1d,two,PERI,antero,0
one,CA1d,one,ECT,retro,0
one,CA1d,two,ECT,antero,0
one,CA1d,one,TEa,antero,0
one,CA1d,two,TEa,antero,0
one,CA1d,one,AUDv,antero,0
one,CA1d,two,AUDv,antero,0
one,CA1d,one,AUDp,antero,0
one,CA1d,two,AUDp,antero,0
one,CA1d,one,AUDd,antero,0
one,CA1d,two,AUDd,antero,0
one,CA1d,one,AUDpo,antero,0
one,CA1d,two,AUDpo,antero,0
one,CA1d,one,VISrl,antero,0
one,CA1d,two,VISrl,antero,0
one,CA1d,one,VISal,retro,0
one,CA1d,two,VISal,retro,0
one,CA1d,one,VISlla,antero,0
one,CA1d,two,VISlla,antero,0
one,CA1d,one,VISll,antero,0
one,CA1d,two,VISll,antero,0
one,CA1d,one,VISli,antero,0
one,CA1d,two,VISli,antero,0
one,CA1d,one,VISlm,retro,0
one,CA1d,two,VISlm,retro,0
one,CA1d,one,VISpl,antero,0
one,CA1d,two,VISpl,antero,0
one,CA1d,one,VISp,retro,0
one,CA1d,two,VISp,retro,0
one,CA1d,one,VISam,retro,0
one,CA1d,two,VISam,retro,0
one,CA1d,one,VISpm,antero,0
one,CA1d,two,VISpm,antero,0
one,CA1d,one,NLOT3,antero,0
one,CA1d,two,NLOT3,antero,0
one,CA1d,one,BMAa,antero,0
one,CA1d,two,BMAa,antero,0
one,CA1d,one,BMAp,antero,0
one,CA1d,two,BMAp,antero,0
one,CA1d,one,BLAa,antero,0
one,CA1d,two,BLAa,antero,0
one,CA1d,one,BLAp,antero,0
one,CA1d,two,BLAp,antero,0
one,CA1d,one,LA,antero,0
one,CA1d,two,LA,antero,0
one,CA1d,one,PA,retro,0
one,CA1d,two,PA,retro,0
one,CA1d,one,EPv,antero,0
one,CA1d,two,EPv,antero,0
one,CA1d,one,EPd,antero,0
one,CA1d,two,EPd,antero,0
one,CA1d,one,CLA,antero,0
one,CA1d,two,CLA,antero,0
one,CA1d,one,6b,antero,0
one,CA1d,two,6b,antero,0
one,SUBv,one,MOB,antero,0
one,SUBv,two,MOB,antero,0
one,SUBv,one,AOB,antero,0
one,SUBv,two,AOB,antero,0
one,SUBv,one,AOA,antero,4
one,SUBv,two,AOA,antero,0
one,SUBv,one,TTv,antero,4
one,SUBv,two,TTv,antero,0
one,SUBv,one,TTd,antero,4
one,SUBv,two,TTd,antero,0
one,SUBv,one,PIR,antero,3
one,SUBv,two,PIR,antero,0
one,SUBv,one,COAa,antero,3
one,SUBv,two,COAa,retro,0
one,SUBv,one,COApm,antero,4
one,SUBv,two,COApm,antero,0
one,SUBv,one,COApl,antero,5
one,SUBv,two,COApl,antero,0
one,SUBv,one,NLOT,antero,4
one,SUBv,two,NLOT,antero,0
one,SUBv,one,PAA,antero,4
one,SUBv,two,PAA,antero,0
one,SUBv,one,TR,antero,5
one,SUBv,two,TR,antero,0
one,SUBv,one,IG,antero,0
one,SUBv,two,IG,antero,0
one,SUBv,one,FC,antero,0
one,SUBv,two,FC,antero,0
one,SUBv,one,DG,antero,3
one,SUBv,two,DG,antero,0
one,SUBv,one,CA3,antero,3
one,SUBv,two,CA3,antero,0
one,SUBv,one,CA2,antero,3
one,SUBv,two,CA2,antero,0
one,SUBv,one,CA1v,antero,3
one,SUBv,two,CA1v,antero,0
one,SUBv,one,CA1d,antero,0
one,SUBv,two,CA1d,antero,0
one,SUBv,one,SUBv,,0
one,SUBv,two,SUBv,antero,0
one,SUBv,one,SUBd,antero,0
one,SUBv,two,SUBd,antero,0
one,SUBv,one,PAR,antero,5
one,SUBv,two,PAR,antero,0
one,SUBv,one,PRE,antero,4
one,SUBv,two,PRE,antero,0
one,SUBv,one,POST,retro,0
one,SUBv,two,POST,retro,0
one,SUBv,one,ENTm,antero,3
one,SUBv,two,ENTm,antero,0
one,SUBv,one,ENTl,antero,3
one,SUBv,two,ENTl,antero,0
one,SUBv,one,ILA,antero,3
one,SUBv,two,ILA,retro,0
one,SUBv,one,PL,antero,4
one,SUBv,two,PL,retro,0
one,SUBv,one,ACAv,antero,0
one,SUBv,two,ACAv,antero,0
one,SUBv,one,ACAd,antero,3
one,SUBv,two,ACAd,retro,0
one,SUBv,one,RSPv,retro,0
one,SUBv,two,RSPv,retro,0
one,SUBv,one,RSPv.a,retro,3
one,SUBv,two,RSPv.a,retro,0
one,SUBv,one,RSPv.b/c,retro,3
one,SUBv,two,RSPv.b/c,retro,0
one,SUBv,one,RSPd,retro,0
one,SUBv,two,RSPd,retro,0
one,SUBv,one,RSPagl,retro,1
one,SUBv,two,RSPagl,retro,0
one,SUBv,one,AIv,antero,2
one,SUBv,two,AIv,antero,0
one,SUBv,one,AId,antero,2
one,SUBv,two,AId,antero,0
one,SUBv,one,AIp,antero,2
one,SUBv,two,AIp,antero,0
one,SUBv,one,GU,antero,0
one,SUBv,two,GU,antero,0
one,SUBv,one,VISC,antero,0
one,SUBv,two,VISC,antero,0
one,SUBv,one,ORBv,retro,3
one,SUBv,two,ORBv,antero,0
one,SUBv,one,ORBvl,antero,0
one,SUBv,two,ORBvl,antero,0
one,SUBv,one,ORBm,antero,5
one,SUBv,two,ORBm,antero,0
one,SUBv,one,ORBl,antero,0
one,SUBv,two,ORBl,antero,0
one,SUBv,one,MOp,antero,0
one,SUBv,two,MOp,antero,0
one,SUBv,one,MOs,antero,0
one,SUBv,two,MOs,antero,0
one,SUBv,one,SSp,antero,0
one,SUBv,two,SSp,antero,0
one,SUBv,one,SSs,antero,0
one,SUBv,two,SSs,antero,0
one,SUBv,one,PTLp,retro,0
one,SUBv,two,PTLp,retro,0
one,SUBv,one,PERI,antero,1
one,SUBv,two,PERI,antero,0
one,SUBv,one,ECT,antero,1
one,SUBv,two,ECT,antero,0
one,SUBv,one,TEa,antero,0
one,SUBv,two,TEa,antero,0
one,SUBv,one,AUDv,antero,0
one,SUBv,two,AUDv,antero,0
one,SUBv,one,AUDp,antero,0
one,SUBv,two,AUDp,antero,0
one,SUBv,one,AUDd,antero,0
one,SUBv,two,AUDd,antero,0
one,SUBv,one,AUDpo,antero,0
one,SUBv,two,AUDpo,antero,0
one,SUBv,one,VISrl,antero,0
one,SUBv,two,VISrl,antero,0
one,SUBv,one,VISal,antero,0
one,SUBv,two,VISal,antero,0
one,SUBv,one,VISlla,antero,0
one,SUBv,two,VISlla,antero,0
one,SUBv,one,VISll,antero,0
one,SUBv,two,VISll,antero,0
one,SUBv,one,VISli,antero,0
one,SUBv,two,VISli,antero,0
one,SUBv,one,VISlm,antero,0
one,SUBv,two,VISlm,antero,0
one,SUBv,one,VISpl,antero,0
one,SUBv,two,VISpl,antero,0
one,SUBv,one,VISp,retro,0
one,SUBv,two,VISp,retro,0
one,SUBv,one,VISam,antero,0
